Statement,Label
Report: ISIS Developing Undetectable Laptop Bombs to Smuggle Aboard Planes - Breitbart,FALSE
Trump heads to Japan with North Korea on his mind,FALSE
 Hypocrite Republicans Refuse To Investigate Flynn Scandal,TRUE
PROBLEM: Trump vs. The US Intelligence Machine,TRUE
WATCH OUT! PUTIN FILLS THE LEADERSHIP VACUUM LEFT BY OBAMA IN THE MIDDLE EAST,TRUE
"Vietnam, China avoid quarrel over South China Sea during visit",FALSE
FBI hints Iran now cooperating in hunt for missing former agent,FALSE
Merkel presses allies to cut funds for Turkey's EU bid,FALSE
UNIV Of GA PROFESSOR Allows Students To CHOOSE THEIR OWN GRADES To Help Alleviate Stress,TRUE
Culchie Tries To Explain Rules Of 25 One More Time,TRUE
Hillary has a question about Michelle Obama; Can you help her out?,TRUE
Obama says transgender bathroom directive based on law,FALSE
The Eurasian Economic Union – a New Power in the Asia-Pacific Region | New Eastern Outlook,TRUE
" Ellen Hilariously Goes Off On Those Telling Hillary To Smile, And It’s Beyond Perfect (VIDEO)",TRUE
"Strikes kill 19 in rebel village in Syria's Idlib: Observatory, rescue service",FALSE
 National Police Union Begs Trump To Make Racial Profiling Legal Again – And He Just Might,TRUE
 Here Are Photos Of Detroit’s Public Schools That Michigan’s Governor Does Not Want You To See (IMAGES/VIDEO),TRUE
Showdown! NFL MVP Matt Ryan Leads Falcons Against Tom Brady and the Patriots - Breitbart,FALSE
Trump to sign order sweeping away Obama-era climate policies,FALSE
" Neil DeGrasse Tyson Just Called Trump Supporters Dumb, And It’s Priceless (VIDEO)",TRUE
 Trump Sends Out Email Begging Supporters To Send Him Money To Defend Against His Scandals,TRUE
Rigging the Election – Video IV: $20K Wire Transfer From Belize Returned,TRUE
Speaker Ryan says 'black sites' document not from Trump,FALSE
#CHARLOTTESVILLE’S Vice-Mayor Disrespects Trump…Here’s Why He Refuses to Call Him President Trump [Video],TRUE
"Allies silent, jibes in China over U.S. carrier mix-up",FALSE
Boiler Room #96 – The Great Lobster Degeneracy & The Art of Debate,TRUE
 Top Dems Take Action To Keep Documents On Russia Investigation Safe From Trump,TRUE
MSM Fake News: How Washington Post Sexed-up its ‘Facebook Russian Bot’ Conspiracy,TRUE
Turkish activist charged with trying to overthrow government: media,FALSE
Man appears in court accused of plotting to kill British PM May,FALSE
Russia's Lavrov tells Tillerson important not to allow new U.S. strikes in Syria,FALSE
 Leaked Audio: CEO Of CBS Gleefully Celebrates The Rise Of Donald Trump (VIDEO),TRUE
Region must do more to pressure South Sudan leaders to end conflict: U.S. diplomat,FALSE
Mexicans dismayed by rise of Trump's border wall,FALSE
This Is What Constipation Does To Your Body,TRUE
CLIMATE CHANGE REFUGEES? FEDS GIVE $1 BILLION In Grants To 13 States To “Help Them Adapt” To Climate Change,TRUE
China says it welcomes all efforts to ease tension on Korean peninsula,FALSE
Now We Can Finally Get to Work,TRUE
BREAKING: Trump Was Right! Trump Campaign Manager Wiretapped,TRUE
WOW! 3 MUSLIM BROTHERS Working For Dems In Congress CAUGHT Accessing Unauthorized Top-Secret Government Intel…One Has Criminal Background…May Have Ties To Muslim Brotherhood [VIDEO],TRUE
Russian official reports hackers crippling ADAMS anti-doping system - Russia News Now,TRUE
MEDIA ATTACKS TAYLOR SWIFT Over Refusal To Criticize President-Elect Trump,TRUE
"Abortion providers, opponents brace for U.S. high court decision",FALSE
Chilean conservative Pinera seen winning presidency: media forecast,FALSE
"Todd Palin in intensive care after snowmobile accident, wife says",FALSE
Nomi Prins: Broadcast Interview – Available Now,TRUE
Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,TRUE
Election Result Discussion For The 2016 Presidential Election (Open Thread),TRUE
MUSLIM ASSIMILATION UPDATE: Migrants Arrested For STONING Transgender Women In GERMANY,TRUE
Krikorian: ’No Longer Will Any Classes of Immigrants Be Exempt from Enforcement’,FALSE
Pence voices U.S. concern to Turkish prime minister about arrests,FALSE
В машине предполагаемых убийц Немцова обнаружены биоматериалы,TRUE
 Trump TERRIFIES THE HELL Out Of Dept. Of Energy With Invasive Questions About Current Employees,TRUE
NERVOUS NANCY: Pelosi Gives Incoherent Response To Trump’s Saying Her Being Dem Leader Helps GOP,TRUE
Rand Paul wraps 'filibuster' over Patriot Act and NSA surveillance,FALSE
Kerry and Albright Ask Courts to Keep Blocking Trump’s Travel Ban - The New York Times,FALSE
Breaking: We Have Proof That Hillary Clinton Rigged Half the Voting Machines In America!,TRUE
Israeli kibbutz can 'feel the Bern' of forgotten volunteer Sanders ,FALSE
How To Plan Farmer’s Calendar All Year Round,TRUE
"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",TRUE
Visa Applications Pour In by Truckload Before Door Slams Shut - The New York Times,FALSE
"China's Xi says study capitalism, but Marxism remains top",FALSE
Bernie Sanders Meets With Pope Francis - The New York Times,FALSE
Le Royaume-Uni reprend la formation des jihadistes en Syrie,TRUE
The GOP Is Dying Off. Literally.,FALSE
U.S. House may be near deal on stalled Russia sanctions bill,FALSE
"Turkey has not seen data on fugitive Raqqa fighters, officials say",FALSE
"Fisherman Faces Life in Prison for Catching $500,000 Worth of Cocaine and Selling It - Breitbart",FALSE
Clinton Insider: Rigging Only Way Hillary Can Win,TRUE
"Trump surges in battleground, national polls",FALSE
 Penthouse Might Have Video Of Trump With Peeing Russian Ladies After Offering $1 Million Bounty,TRUE
At the Front in a Scarred Falluja - The New York Times,FALSE
Sarah Palin Goes BALLISTIC After Reporter Asks Her To Pre-Write A Reaction To Clinton Victory,TRUE
IT’S ABOUT TIME! 19 GOP Congressmen Call For Closer Look Into Mueller’s Team Of Political Hack Lawyers,TRUE
After 3 Years of Suffering 19 Year Old Girl Dies from Gardasil Vaccine Injuries,TRUE
Beer Outdoors and Around the Clock - The New York Times,FALSE
‘Trump Unveiled’ Reveals the Big Con of Donald Trump’s Presidential Run,TRUE
Turkey denies 'ludicrous' reports of plan to seize cleric from U.S.,FALSE
Battle over Scalia’s replacement already spilling into Senate races,FALSE
Sen. Al Franken May Have NASTY SURPRISE Waiting For FBI Director Comey After The Election (VIDEO),TRUE
Senate sets Wednesday vote on Obama veto of Saudi September 11 bill,FALSE
Brazil's Lula says party may field someone else in 2018,FALSE
"Chicago Daycare Opens for ADULTS to Wear Diapers, Act Like Babies",TRUE
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,TRUE
OBAMA’S FORMER “Press Liar” Warns Trump Not To Cross The Community Organizer’s “Red Line”…LOL! [VIDEO],TRUE
"Trump, Pence have spoken with nearly 30 foreign leaders - statement",FALSE
A MUST WATCH: The Islamization Of Our Schools [Video],TRUE
WOW! TREY GOWDY On Harry Reid’s Attack On Jim Comey: “I Didn’t Know Mormons Used Drugs” [Video],TRUE
HERE’S HOW THE CLINTONS’ Free Private Jet Scam Works: “It’s highly illegal”,TRUE
"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’",TRUE
(VIDEO) BLACK COMEDIAN PAID BY U.S. GOV’T TO DELIVER ANTI-WHITE RACIST TIRADE AT FED AGENCY,TRUE
FBI Reopens Clinton Investigation As New Emails Found,TRUE
"Trump, pushing immigration plan, meets with family of woman killed in 2007",FALSE
China's military practices for 'surprise attack' over sea near Korea,FALSE
 Watch Trump Call Reporter A ‘Sleaze’ For Having The Audacity To Report Facts,TRUE
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,FALSE
BEWARE THE UNITED NATIONS PUSH FOR “GLOBAL GOVERNANCE” FOR THE “GOOD OF THE PLANET”,TRUE
FEEL GOOD STORY OF THE DAY: [Video] HOW CHRISTIAN OWNERS OF MEMORIES PIZZA WILL SPEND THE $842K In Donations They Received After Death Threats From The Left Shut Them Down,TRUE
WHOA! DID OPRAH JUST THROW Her Hat In The Ring To Challenge Donald Trump In 2020?,TRUE
BOMBSHELL: Comey Reveals AG Lynch Asked Him To Refer To Clinton Email Probe As “Matter NOT Investigation” [Video],TRUE
OBAMA SIDEKICK VALERIE JARRETT In Hot Water Over Speaking Fee At Broke Public University,TRUE
Use of Nerve Agent in Kim Jong-nam Killing Is Condemned by Malaysia - The New York Times,FALSE
Tillerson: 'simply no place' for hate and violence in U.S. public discourse,FALSE
" Donald Trump Just Got Humiliated By The DICTIONARY Again, And It’s F*cking EPIC (TWEETS)",TRUE
BREAKING: OBAMACARE REPEAL Clears First Hurdle…Dems Get Snarky,TRUE
"BLOODY 4TH OF JULY WEEKEND UPDATE: Obama’s Hometown Of Chicago…64 Shot, 6 Killed, Including 39 Yr Old Father, 3 And 10 Yr Old Daughters…Black Reverend Cautions Those Who Blame Guns or Cops",TRUE
WHY Did Hillary Use FAKE NAME “Diane Reynolds” For Chelsea In Newly Released Emails That PROVE She Lied About Benghazi? [VIDEO],TRUE
Hillary Clinton announces she sees dead people,TRUE
Does CNN Really Have a ‘Cosmopolitan Bias’?,TRUE
Manny Pacquiao's Son Dead? Report Says Jimuel Pacquiao Dies Of Asthm Complications - Morning News USA,TRUE
UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,TRUE
’Destiny 2’ - Official Gameplay Reveal Trailer - Breitbart,FALSE
Jewelry Store In Texas Gives a New Spin to the “Shotgun Wedding”,TRUE
[VIDEO] RUDY GIULIANI: “OUTRAGEOUS” Beyoncé Gets Police Escort To Super Bowl…Uses Halftime Show To Trash Cops And Promote Racial Tension,TRUE
"As tensions escalate, Cruz calls Trump a 'sniveling coward'",FALSE
Scientists Say Universe Is Part Of 4th Dimension Born From Black Hole,TRUE
U.S. Navy to transport damaged destroyer from Singapore to Japan,FALSE
Amnesty Intl: Western Backed Syrian Rebels Must End Unlawful Attacks In W. Aleppo,TRUE
Amazon to Shelter Homeless in Seattle HQ - Breitbart,FALSE
TRUMP NAILS IT AGAIN: “Americans are sick of being the patsies!”,TRUE
China hopes all sides' words and actions reduce tension on Korean peninsula,FALSE
NANCY PELOSI Tries to Lead Democrats in Chants on Obamacare…Epic Fail! [Video],TRUE
Moderate Collins back in prominent role in Senate tax drama,FALSE
 WATCH: Bill Maher HAMMERS Trump In Final Plea To Voters On Fallon,TRUE
France sees U.S. strike on Syria as tool to push for peace talks: Hollande,FALSE
BREAKING: WATCH TWO PROTESTERS Crash ‘Trump Assassination’ Play in NYC: “Liberal Hate Kills!” [Video],TRUE
 Racist GOP Rep. Steve King Goes BALLISTIC Over Trump’s DACA Deal,TRUE
U.S.-Led Coalition Counts 229 Civilian Deaths Before Mosul Strike - The New York Times,FALSE
 Reporter Says Darrell Issa Gave Her The Finger When Asked About Comey (TWEETS),TRUE
"Donald Trump Is The Boy Who Cried ""Wrong""",TRUE
Sweden Launches Program to Stem Surge in Anti-Semitism and Holocaust Denial,FALSE
BREAKING: New Video Exposes Clinton “Pay to Play” and Voter Fraud,TRUE
JILL STEIN (HILLARY’S) Recount Collapses: Misses Deadline In Pennsylvania…Sues WI For Refusing Hand Recount [VIDEO],TRUE
Paul Ryan urges health insurers to 'stick it out': Axios,FALSE
 Trump’s Economic Plans Just Got A HUGE Black Eye From Conservative Economists,TRUE
UN Failed to Carry Adequate Medical Evacuations in Aleppo - Churkin,TRUE
We Live In A Time Where Each Individual Has Immense Power,TRUE
EXPLODING AFRICAN REFUGEE POPULATION STRESSING WELFARE SYSTEM IN MINNESOTA Are Sending Millions Of Dollars Back To Africa,TRUE
 Conway Declares It ‘Unpatriotic’ To Question Trump’s Mental Health After His Latest Meltdown (VIDEO),TRUE
U.S. tax reform poses more risks for state and local governments,FALSE
Six Gulf Protectors Arrested Challenging Gulf Oil Drilling,TRUE
Hezbollah says Israel pushing region to war,FALSE
Pakistan Passenger Plane Crashes With 48 on Board - The New York Times,FALSE
"Abducted at Birth and Found 18 Years Later, Woman Tries On New Identity - The New York Times",FALSE
WATCH DEFIANT MUSLIM REFUGEES Tell British Citizens : “We will come anyway…if you agree or not…we’re coming”,TRUE
Hoping for the best and preparing for the worst: A look inside the American Redoubt movement,TRUE
YOUNG WOMAN Pleads With President Trump To Keep Talking About Muslim Invaders [VIDEO],TRUE
Pardon Power: The Obamamometer’s Options,TRUE
WHITE STUDENT UNION At CA University Mocks #BLM Terror Group…Publishes List of Their Demands,TRUE
Sean Hannity Loses His Cool on Air and Goes Completely Nuclear on 'Never Trump' Movement,TRUE
Trump's shifting positions since U.S. election win,FALSE
Kaine accuses Trump of inciting violence against Clinton,FALSE
" Polls Show Millennials Hate Trump, Would Overwhelmingly Back Clinton",TRUE
"Carson to HUD: The agency that oversees public housing, federal mortgage programs",FALSE
The Emerging Trump Doctrine: Don’t Follow Doctrine - The New York Times,FALSE
'Just talk': Belgium offers Spain relationship advice,FALSE
NOT KIDDING! HILLARY’S State Department Blocked Investigation Into Muslim Terrorist’s Florida Mosque Because “It Unfairly Targeted Muslims”,TRUE
UNREAL! DEMOTED DEPUTY AG Bailed On Being Interviewed By Senate Intelligence Committee Today,TRUE
"North Korea says U.S. threats make war unavoidable, China urges calm",FALSE
HILLARY SCUMBAGS TORCH Navy Veteran’s Home For Supporting Donald Trump [Video],TRUE
Chart Of The Day: Bondmageddon—–Foreign Central Banks Have Dumped $400 Billion USTs,TRUE
"Week of clashes in eastern Ethiopia kill 50, displace 50,000: officials",FALSE
"Secret Service probing agent, photographer fight at Trump rally ",FALSE
"With one bill, Republicans fast track plan to undo Obama regulations",FALSE
"Trump Tells GOP Rally In Jerusalem He’ll ‘Make Israel, U.S. Safe Again’",TRUE
" CNN Accidentally Airs Raunchy Screen Capture Of Reply To Trump Tweet, And It’s Hilarious (IMAGE)",TRUE
Trump victory may create new tension between U.S. and Islam: Indonesia clerical body,FALSE
MSNBC HACK Asks If President Trump Is “Trying To Provoke a Domestic Terrorist Attack”? [VIDEO],TRUE
MASSIVE MI VOTER FRAUD UNCOVERED? 59% Of Detroit Vote Counting Machines Didn’t Work On Election Day…Ballots May Have Been Counted Several Times…Votes Were Certified Anyway,TRUE
Former Catalan cabinet members appear before Supreme Court,FALSE
The GOP farce plods along: Why last night’s interminable debate was an affront to the party’s patron saint,FALSE
Huma Abedin: “I have no idea how the emails got on Weiner’s computer”,TRUE
EU withholds $33 million loan to Moldova over justice reform hold-up,FALSE
Trump to meet congressional leaders next week on legislative issues -White House,FALSE
"Mugabe granted immunity, assured of safety in Zimbabwe: sources",FALSE
German parties head into long weekend of coalition talks,FALSE
Google Launches AI Program to Detect ’Hate Speech’ - Breitbart,FALSE
MASSACHUSETTS VOTES TO IGNORE FED LAW and Let Illegals Go…This Sanctuary State Endangers All Americans!,TRUE
NSA chief on Russia-U.S. cyber unit: Now is 'not the best time',FALSE
Myanmar's Suu Kyi to visit China amid Western criticism over Rohingya exodus,FALSE
TED CRUZ IS CONFRONTED BY ANGRY FARMER IN IOWA…Watch How He Responds,TRUE
Virginia Shooter Hodgkinson Was ‘Never Trump’ Fanatic and Devotee of Bernie Sanders,TRUE
"Black Agenda Radio for Week of No 14, 2016",TRUE
Jeb Bush: How Catholic faith changed my life,FALSE
 Franklin Graham’s Daughter: 9/11 Happened Because God Is Mad At Trans People (AUDIO),TRUE
Clinton Foundation health project still mulling foreign donations,FALSE
"Trump speaks to Merkel, Macron, Trudeau and May after climate speech: official",FALSE
UK's Johnson says 1917 Jewish homeland declaration terms 'not fully realized',FALSE
Japan's Koike says her party offers centrist choice to voters,FALSE
"West Bank Settlers Prepare for Clash, With Israeli Government - The New York Times",FALSE
Russia’s patrol ship Yaroslav Mudry arrives in Cuba on visit,TRUE
How Little Sleep Can You Get Away With? - The New York Times,FALSE
"TEXAS CONGRESSMAN Lets Screaming Leftist Agitator Have It: “You sir, SHUT UP!” [Video]",TRUE
"Liberia's Johnson Sirleaf saddened, concerned after Trump win",FALSE
Video Shows McDonald’s Employee Jumping Out Drive-Through Window to Save Police Officer,FALSE
Puerto Rico governor ups revenue forecast in revised fiscal plan,FALSE
 Donald Trump Isn’t Even Paying His Top Staffers,TRUE
EP #15: Patrick Henningsen LIVE – ‘Crisis of American Liberalism’ with guest Caleb Maupin,TRUE
Look At What Is Unfolding In China And Other Key Regions Right Now,TRUE
HERE IT IS: List Of Democrat Hypocrites Who Voted To Filibuster GW Bush’s Final Supreme Court Pick,TRUE
Castro's death an opportunity for Cuba: McConnell,FALSE
CIA contractors likely source of latest WikiLeaks release: U.S. officials,FALSE
SPD leader wants Merkel to relinquish finance ministry: Handelsblatt,FALSE
WATCH FULL RESPONSE FROM TRUMP AFTER OBAMACARE VOTE: “Obamacare will explode…Pelosi and Schumer own it” [Video],TRUE
"OBAMA GIVES ILLEGAL ALIENS IN FLINT, MI Amnesty So They Can Get Free Sh*t From Taxpayers",TRUE
Abby Martin Exposes Hillary Clinton Chair John Podesta,TRUE
Catalan election to return hung parliament: poll,FALSE
HOW NEWSWEEK ACCUSES Melania and Ivanka Of Sending Sexual Signals Will Even Make Trump-Haters Laugh,TRUE
WATCH: Shocking Number Of Swedish Citizens WALK BY GIRL BEING RAPED By “Middle Eastern Man” In Car [VIDEO],TRUE
WOW! Watch Side By Side Comparison Of Hillary’s LIES Next To FBI Director’s Report On Email Scandal [VIDEO],TRUE
MONEY TO “BERN!”…SOCIALIST BERNIE SANDERS Endorses Clinton…Buys THIRD Home On Lake For $600K Only 3 Weeks Later,TRUE
Moscow says the West is trying to undo Russia-brokered progress in Syria talks,FALSE
"Luis Lázaro Tijerina: Americans and the Trump ""Victory"" - Russia News Now",TRUE
Testimonial – ‘I was to be free in a big way’ from Joelle,TRUE
Berkeley College Republicans Call Bullsh*t on Free Speech Celebrations,TRUE
"Guy Fawkes, The Gun Powder Plot & How False Flags Have Shaped History",TRUE
More Than Coffee: New York’s Vanishing Diner Culture - The New York Times,FALSE
Man whose firm was behind Trump dossier won't testify to Senate: lawyer,FALSE
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,TRUE
 Ted Cruz Gets OWNED By Fox Host For Whining About Tough Questions (VIDEO),TRUE
 WATCH: CNN Host Calls Out Trump Supporter For Urging People To Grab Their Guns If Trump Loses,TRUE
"WATCH OBAMA Admit To Rigged Elections In 2008: “Whenever people are in power, they have this tendency to try to tilt things in their direction.” [Video]",TRUE
"South Africa, a Nation With Sharp Inequality, Considers a Minimum Wage - The New York Times",FALSE
" Clinton Campaign Has Been Collecting Dirt, Ready To Take On Donald Trump",TRUE
WATCH: FORMER DNC CHAIR Suggests President Trump Will Be Taken Out Before 2020 Election,TRUE
China needs tougher clean fuel targets to meet Paris climate pact: report,FALSE
"In N.F.L. Betting, Patriots Are Closest to Being a Sure Thing - The New York Times",FALSE
 WATCH: Republican Senator Lashes Out At CNN Hosts After Being Called Out For Supreme Court Hypocrisy,TRUE
Have You Thought of Where Your Soul is Going When You Die?,TRUE
President-Elect Trump Invites An Excited Israeli Prime Minister Benjamin Netanyahu To Come Visit,TRUE
UK training Saudi pilots amid reports of war crimes in Yemen,TRUE
Spain's Socialist leader says would back government on Catalonia,FALSE
BREAKING: Trump’s Travel Ban Halt Upheld by 9th Circuit Court,TRUE
Gas Prices Surge in South After Pipeline Leak - The New York Times,FALSE
Trump recommits to U.S. allies but says they must pay 'fair share',FALSE
 College Students Tell London Mayor To P*ss Off After Racist Remarks About President Obama,TRUE
 Ken Burns Explains Donald Trump Mania In Five Perfect Little Words (VIDEO),TRUE
"U.S., Vietnam agree to allow Peace Corps into Vietnam for first time",FALSE
"People From 7 Travel-Ban Nations Pose No Increased Terror Risk, Report Says - The New York Times",FALSE
 Disgraced Conservative Former Soldier Sees Imaginary War Against July 4th,TRUE
British Soccer Fan Stabbed Eight Times While Fighting Three Knife-Wielding Terrorists,FALSE
Re: Rail Traffic Depression: 292 Union Pacific Engines Are Sitting In The Arizona Desert Doing Nothing,TRUE
"Republicans Land a Punch on Health Care, to Their Own Face - The New York Times",FALSE
Turkey warns U.S. that Jerusalem embassy move is 'grave mistake',FALSE
CAR TORCHED AND SPRAYED WITH “F*CK TRUMP” Because Of Pro-Trump Sticker,TRUE
 These DAMNING Tweets Are EXACTLY Why Trump Should Lose His Twitter Account NOW,TRUE
Trump The President: What Does That Mean For The World? - CounterCurrents.org,TRUE
MICHELLE OBAMA Breaks Church Rules Wearing Revealing Top Into Siena Cathedral,TRUE
"In The Name Of Party Unity, Trump Meets With Ryan, Other GOP Leaders",FALSE
"WOW! SECRET SERVICE DIRECTOR Sets Record Straight, After USA TODAY Attempts To Make Readers Believe President Trump Is Draining Secret Service Funds Dry",TRUE
"Retired U.S. military officers urge Congress to fully fund diplomacy, aid",FALSE
Repeat Deceit: How US Tries to Link Iran to Al Qaeda,TRUE
 Watch This FLAWLESS Depiction Of The GOP’s Off-The-Charts Madness,TRUE
RAW VIDEO: A SHOCKING TOUR Of The Detroit Ghetto…Ruled By DEMOCRATS For Decades! [Video],TRUE
Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,TRUE
 Republicans Are Admitting They’re Fine With Treason As Long As They Win,TRUE
Trump's son says 'happy' to work with Senate intelligence panel on Russia,FALSE
 That Story Trump Just Told The Press About Obama And Air Force One NEVER Happened,TRUE
McConnell says planned vote on Obamacare repeal can be amended,FALSE
President Obama Urges Mutual Respect From Protesters and Police - The New York Times,FALSE
(VIDEO) CONGRESSIONAL BUDGET OFFICE: DEBT HEADED TO 103% OF GDP – LAST SEEN AT END OF WWII,TRUE
A SPEECH TO SAVE A NATION: “We the people will reclaim our government!” [VIDEO],TRUE
"The Russian Navy in the Eastern Mediterranean: Naval Briefing November 9th, 2016 by LeDahu",TRUE
PRESIDENT TRUMP’S SPEECH: “BELIEVE IN YOURSELF”…”BELIEVE IN AMERICA”,TRUE
Ex-CIA chief says Trump risks blame for an attack if he skips briefings,FALSE
Is America On The Brink Of Civil War?,TRUE
Factbox: Funeral of Thailand's King Bhumibol Adulyadej,FALSE
 WATCH: Megyn Kelly Takes A Shot At Hannity By Wondering When Trump Will Talk To A Real Journalist,TRUE
"Trump budget preserves aid for Israel, other countries being evaluated: State Dept.",FALSE
Justin Moore: Impossible to ’Rationalize’ with Gun Control Crowd,FALSE
" Brainwashed Marine Cries ‘Benghazi!’ At Bill Clinton, Gets Shut Down (VIDEO)",TRUE
Voting Suspended At French Consulate in New York After Bomb Threat,FALSE
Turkish police arrest suspect in killing of Syrian activist,FALSE
Russian presidential hopeful says she won't sling mud at Putin,FALSE
Why It’s Necessary To Relax Into A Stretch,TRUE
Anti-War Movement Anticipates More War Under A Clinton Presidency,TRUE
MA COLLEGE REMOVES And BURNS American Flag To Protest Trump’s Election [VIDEO],TRUE
Poles dressed in black march in defense of women's rights,FALSE
"Police Launch Hours-Long Attack On Dakota Access Pipeline Resistance, Injure Dozens",TRUE
Eating leaves to survive in Myanmar's 'ethnic cleansing' zone,FALSE
 This Is What Fox News Considered ‘News’ As Everyone Else Covered Indictment Of Trump Camp Manager,TRUE
" In Case You Forgot, Here’s Hillary Clinton’s Resume And VERY Long List Of Accomplishments (CITED)",TRUE
DELUSIONAL OBAMA: I Would Have Won If I Had Run Again…,TRUE
WATCH: “IT’S THE MOST WONDERFUL TIME OF THE YEAR”…Trump Style,TRUE
OBNOXIOUS LEFTIST REPORTER IS REMOVED FROM TRUMP PRESS CONFERENCE…Trump Asks Security To Bring Him Back [VIDEO],TRUE
The negative health effects of fragranced products,TRUE
How David Letterman’s Mother Endeared Him to Viewers - The New York Times,FALSE
Here are the Democrats Who are Skipping Trump’s Inauguration - Breitbart,FALSE
Why Do Hillary And Barack Choose Islam Over Christianity Every Time?,TRUE
"Trump praises 'productive' China talks, but tough action seen ahead",FALSE
SHAKEDOWN AL SHARPTON MEETS WITH GM TO PRESSURE THEM INTO DROPPING KID ROCK OVER CONFEDERATEF FLAG [Video],TRUE
Democratic Socialists make headway in U.S. after Trump's win,FALSE
REP LUIS GUTIERREZ (D-NY) CALLS MURDER OF KATE STEINLE BY ILLEGAL ALIEN “A little thing” [Video],TRUE
Donald Trump throws a grand old party,FALSE
“ON DAY OF #NiceAttack Hillary Announces AMNESTY For Anyone Who Stealthily Evades Our Border Patrol”,TRUE
FBI WARNS Of Potential Terror Attack At SUPER BOWL…White House Completely Silent,TRUE
Watch The Exact Moment Paul Ryan Committed Political Suicide At A Trump Rally (VIDEO),TRUE
Zimbabwe's Mugabe creates cyber ministry in cabinet reshuffle,FALSE
Trump Visits Hurricane Irma Survivors…One Survivor Has A Hysterical Question To Ask [Video],TRUE
State Department presses North Korea to release detained Americans,FALSE
Trump commutes fraud sentence of kosher meatpacker,FALSE
"Cholera could resurge in Yemen due to lack of aid, fuel: WHO",FALSE
Trying to Get Past Airport Security Faster? Get in Line - The New York Times,FALSE
BUZZFEED’S EDITOR-IN-CHIEF Attempts Lame Explanation Of Why He Published Fake News On Trump: “This was absolutely the right thing to do” [Video],TRUE
"Comment voter « Non » aux armes nucléaires, par Manlio Dinucci",TRUE
Ohio system of purging inactive voters not legal: court,FALSE
PRESIDENT TRUMP: Nancy Pelosi Is Helping To Eliminate Democrat Party…”I think she’s incompetent” [VIDEO],TRUE
" Curt Schilling Doubles Down On Transgender Hate On Facebook, Adds Racism (IMAGE)",TRUE
WIKILEAKS HITS BACK At Lying Political Hack James Clapper…Testimony On The Hill Highly Partisan! [Video],TRUE
"As Sanders refuses to bow out, Millennials urge him to keep fighting",FALSE
ESPN’s Mike Golic: Fans Shouting Racial Slurs at Adam Jones Should Be Publicly Outed - Breitbart,FALSE
California National Guard Members won’t have to Pay Back Bonuses,TRUE
UNREAL! HILLARY CLINTON Plays Dumb On The High Cost Of Obamacare [Video],TRUE
"German police arrest Syrian suspect, avert 'major terrorist attack'",FALSE
Nigerian court drops most asset declaration charges against Senate president,FALSE
Trump to urge all nations to isolate North Korea's 'brutal regime' in South Korea speech,FALSE
 Republicans Just Made A Decision That Probably Means They’ve Given Up On The Election,TRUE
YIELD…! Funeral Ahead…!,TRUE
"Last exit from Myanmar, Rohingya wait for weeks on beach",FALSE
U.S. offers states help to fight election hacking,FALSE
Islamophobia Must be Fought and Defeated,TRUE
One of the World’s Greatest Art Collections Hides Behind This Fence - The New York Times,FALSE
SCARY! LEAKED EMAIL PROVES Radical Billionaire Donor GEORGE SOROS Was Pulling Sec Of State Hillary Clinton’s Strings On Foreign Policy,TRUE
"A Fifth Clinton Presidency? Hill, No!",TRUE
"Reshaping Lives, Without Congress - The New York Times",FALSE
MATTEL Features Boy In Girly Barbie Commercial…Doing Their Part To Help Letists Blur The Gender Lines [VIDEO],TRUE
BRILLIANT: [VIDEO] SHERIFF CLARKE EXPLAINS HOW #BlackLIESMatter IS BASTARD CHILD OF #HandsUpDontShoot LIE,TRUE
"HANDPICKED SUCCESSOR And Son Of DISGRACED Lawmaker John Conyers Reportedly Body-Slammed, Spit Upon and Slit His Girlfriend With Knife",TRUE
Trump expected to pressure China's Xi to rein in North Korea: officials,FALSE
 Trump Adviser Just Proved Hillary’s ‘Basket Of Deplorables’ Comment Correct With One Image,TRUE
UK raises 'grave concerns' about illegal settlements with Israel's Netanyahu: May's office,FALSE
"The Libertarian Party Just Gave Up On Winning, Endorsed Hillary Over Trump",TRUE
Egypt-Gaza border opens under PA control for first time in a decade,FALSE
What Gives? Saudi King Spends A Fortune In 2014 On Gifts For The Obamas,TRUE
 Trump Campaign Org Co-Chair Taken Into Custody By FBI For Conspiracy Against The United States,TRUE
McCain proposes $7.5  billion of new U.S. military funding for Asia-Pacific,FALSE
Walt Whitman’s America Through Edward Weston’s Eyes,TRUE
Hurricane Irma threatens luxury Trump properties,FALSE
"Man’s Collapsed Driveway Reveals Hole & Ladder, Shocked When He Goes Down",TRUE
Clinton Leads In Yet ANOTHER Poll – One HUGE Problem With That…,TRUE
Greece's Golden Dawn says Trump win a victory for ethnically 'clean' states,FALSE
