Statement,Label
"U.N., Red Cross urge Saudi-led coalition to re-open aid lifeline to Yemen",TRUE
U.N.'s de Mistura to discuss Syria in Moscow on Thursday: RIA,TRUE
U.N.'s de Mistura to visit Moscow on Friday: RIA,TRUE
U.N.'s de Mistura: Next Syria peace talks in Geneva in January,TRUE
"U.N.'s Guterres calls on Myanmar to end violence, urges aid",TRUE
U.N.'s Guterres warns against 'sleepwalking' into war over North Korea,TRUE
"U.N.'s Zeid says Mladic 'epitome of evil', no escape from justice",TRUE
U.N.'s Zeid toughens warning of 'genocide' in Myanmar,TRUE
U.S cautions citizens of possible unrest during Kurdish independence referendum,TRUE
U.S defense secretary apologizes after American charged in Japanese woman's death,TRUE
"U.S intel, law enforcement officials aware of CIA breach since late last year",TRUE
U.S sanctions North Koreans for 'flagrant' rights abuse,TRUE
"U.S Treasury’s Lew says Colombia peace deal to boost investment, unlock new aid",TRUE
U.S waives Jones Act to secure fuel for hurricane responders,TRUE
U.S waives Jones Act to secure fuel for hurricane responders,TRUE
"U.S. ""probing"" to see if North Korea interested in dialogue: Tillerson",TRUE
"U.S. ""probing"" to see if North Korea interested in dialogue: Tillerson",TRUE
"U.S. 9/11 law exasperates Saudis, government silent",TRUE
U.S. abstains for first time on U.N. call for end to Cuba embargo,TRUE
U.S. academic groups oppose Trump's visa-vetting plans,TRUE
"U.S. accuses Iran, Venezuela of human trafficking failings",TRUE
"U.S. accuses Iran, Venezuela of human trafficking failings",TRUE
U.S. adjusts military support to partners in Syria: White House,TRUE
U.S. administration does not want to walk away from NAFTA: Ross,TRUE
U.S. aerospace industry urges Trump to help Ex-Im Bank resume work,TRUE
U.S. agency scraps unused telegraph regulations in Trump rules purge,TRUE
U.S. agency seeks ideas for Trump's proposed border wall,TRUE
U.S. agency that could challenge Trump Jr. stalled by partisan politics,TRUE
U.S. agency to free up protest sites during Trump inauguration,TRUE
U.S. agency to help Iraq recover from IS despite Trump aid cuts,TRUE
U.S. agency to recommend scaling back some national monuments,TRUE
U.S. agency told Mylan that EpiPen was misclassified,TRUE
U.S. Agriculture secretary nominee submits ethics disclosures,TRUE
U.S. aid chief says no sign Yemen port blockade easing to allow aid in,TRUE
U.S. aims for start this year on buying more military satellites,TRUE
U.S. aims to trim its U.N. peacekeeping bill after Trump's calls to slash,TRUE
U.S. Air Force asks industry for proposals to replace nuclear missiles,TRUE
"U.S. Air Force awards contracts to Boeing, Northrop for ICBM replacement",TRUE
"U.S. Air Force fire chief charged with procurement violation, wire fraud",TRUE
"U.S. Air Force picks Raytheon, Lockheed for next-gen cruise missile",TRUE
"U.S. Air Force Runs Out Of Bombs To Drop On ISIS…Don’t Worry Though, Barry’s Got This",FALSE
"U.S. Air Force Runs Out Of Bombs To Drop On ISIS…Don’t Worry Though, Barry’s Got This",FALSE
U.S. Air Force secretary nominee backs stealth aspect of F-35s,TRUE
U.S. air strike causes casualties as Mattis visits Afghan capital,TRUE
U.S. air strike kills 'several' Islamic State militants in Libya,TRUE
U.S. air strikes kill 17 Islamic State militants in Libya: U.S. military,TRUE
"U.S. airlines brace themselves, passengers for Hurricane Irma",TRUE
U.S. airlines meet with Homeland Security on expanding laptop ban,TRUE
U.S. airlines scramble to evacuate residents ahead of Hurricane Irma,TRUE
U.S. allegations about Britain's GCHQ will not be repeated: May's spokesman,TRUE
U.S. allied Syrian groups form civilian council to run Deir al-Zor,TRUE
U.S. allies caution Trump on Syria strategy,TRUE
U.S. allies fret as 'guillotine' hangs over Tillerson,TRUE
U.S. allies fret as 'guillotine' hangs over Tillerson,TRUE
U.S. allies seen cooperating despite alleged Trump secrets leak,TRUE
U.S. allies show support for strikes on Syria,TRUE
"U.S. ally seen clinching re-election in Honduras vote, eight years after coup",TRUE
U.S. Ambassador Haley: U.N. has exhausted options on North Korea,TRUE
U.S. Ambassador to U.N. blames Russia for new violence in eastern Ukraine,TRUE
U.S. ambassadors appointed by Obama must quit by Inauguration Day,TRUE
U.S. and Britain begin dialogue on post-Brexit farm deal,TRUE
U.S. and China align over North Korea sanctions resolution: White House,TRUE
U.S. and China target Chinese firm suspected of North Korean nuclear link: WSJ,TRUE
U.S. and Cuba to sign aviation pact on Feb. 16,TRUE
U.S. and EU warn China on need to respect South China Sea ruling,TRUE
U.S. and Iran argue over inspections at nuclear watchdog meeting,TRUE
U.S. and Russian ministries must restore direct links: Russian diplomat,TRUE
U.S. announces $364 million more in aid for Syrians,TRUE
U.S. announces near $700 million in humanitarian aid to Syria,TRUE
U.S. announces new Iran-related sanctions,TRUE
U.S. anti-bias law does not protect transgender workers: Justice Dept,TRUE
U.S. anti-border tax coalition to target lawmakers during Congressional recess,TRUE
U.S. anti-missile system 'should be decision for next South Korean government',TRUE
U.S. APOLOGIZES FOR HUMAN RIGHTS VIOLATIONS AT U.N. REVIEW TO COUNTRIES WITH WORSE HUMAN RIGHTS VIOLATIONS,FALSE
U.S. APOLOGIZES FOR HUMAN RIGHTS VIOLATIONS AT U.N. REVIEW TO COUNTRIES WITH WORSE HUMAN RIGHTS VIOLATIONS,FALSE
U.S. APOLOGIZES FOR HUMAN RIGHTS VIOLATIONS AT U.N. REVIEW TO COUNTRIES WITH WORSE HUMAN RIGHTS VIOLATIONS,FALSE
U.S. appeals court declines to block Obama carbon emissions plan,TRUE
U.S. appeals court denies Hawaii bid to narrow Trump travel ban,TRUE
U.S. appeals court denies request to restore Trump's immigration ban,TRUE
U.S. appeals court grants Trump request on climate regulations case,TRUE
U.S. appeals court hears arguments on Trump travel ban,TRUE
U.S. appeals court hears arguments on Virginia's voter ID law,TRUE
U.S. appeals court questions scope of Trump travel ban,TRUE
U.S. appeals court rejects challenge to Trump voter fraud panel,TRUE
U.S. appeals court rejects Trump's bid to bar most refugees,TRUE
U.S. appeals court removes new voter-intimidation rules in Ohio,TRUE
U.S. appeals court revives claims in $1.7 billion Iran terrorism lawsuit,TRUE
U.S. appeals court revives Clinton email suit,TRUE
U.S. appeals court ruling on Trump's revised travel ban imminent,TRUE
U.S. appeals court says Texas can implement voter ID law,TRUE
U.S. appeals court sets May hearing on revised Trump travel order,TRUE
U.S. appeals court sides against Pence in Syrian refugee case,TRUE
U.S. appeals court upholds conviction over shared password,TRUE
U.S. appeals court upholds gag orders on FBI data surveillance,TRUE
U.S. appeals court upholds 'quickie' union election rules,TRUE
U.S. appeals court voids forfeiture of Iran-linked New York office tower,TRUE
U.S. appeals court weighs revealing 'Bridgegate' co-conspirators,TRUE
U.S. appeals court will not put Trump travel ban case on hold,TRUE
U.S. appeals courts to consider legality of Trump's latest travel ban,TRUE
U.S. appeals injunction of Trump revised travel order,TRUE
U.S. appeals judges grill lawyers over Trump immigration order,TRUE
U.S. appeals to higher court over ruling against Trump's revised travel ban,TRUE
U.S. appoints new top official at Havana embassy as tensions flare,TRUE
U.S. appoints new top official at Havana embassy as tensions flare,TRUE
U.S. approves license for Ukraine to buy small arms from U.S. firms,TRUE
U.S. approves license for Ukraine to buy small arms from U.S. firms,TRUE
U.S. approves possible $15 billion sale of THAAD missiles to Saudi Arabia,TRUE
U.S. arms sales jump 25 percent in FY 2017,TRUE
"U.S. army probes fake evacuation orders sent to U.S. military, families in South Korea",TRUE
U.S. Army Sergeant Bergdahl could face life sentence for endangering troops,TRUE
U.S. asks China to cut off oil supply to North Korea,TRUE
"U.S. asks officials to defer travel to Israel, West Bank to December 20",TRUE
U.S. asks U.N. to blacklist 10 ships over banned North Korea cargo,TRUE
U.S. asks Venezuela for access to detained Citgo executives,TRUE
U.S. attack killed nine civilians: Syrian state news agency,TRUE
"U.S. attack on Syrian base killed five, Homs governor says",TRUE
"U.S. attack will not lead to military escalation, says pro-Damascus official",TRUE
U.S. attorney general calls for efficient review of immigration cases,TRUE
U.S. attorney general calls threats against Jewish groups 'unacceptable',TRUE
"U.S. attorney general closes Clinton email probe, says no charges",TRUE
U.S. Attorney General defends Trump on NFL protests at free-speech talk,TRUE
U.S. attorney general deflects lawmakers' questions on Clinton emails,TRUE
U.S. attorney general did not order FBI to withhold Clinton-related emails: source,TRUE
"U.S. attorney general dodges Trump questions, angering Democrats",TRUE
U.S. attorney general due to face Democrats' Russia questions next week,TRUE
U.S. attorney general escalates pressure on 'sanctuary' cities,TRUE
U.S. attorney general says people should just 'say no' to opioids,TRUE
U.S. attorney general says tech companies should help access encrypted evidence,TRUE
U.S. attorney general Sessions evasive on Russia probe: congressmen,TRUE
U.S. Attorney General Sessions hires private attorney,TRUE
U.S. Attorney General Sessions says to recuse himself when 'appropriate' - NBC News,TRUE
U.S. Attorney General Sessions to hold a news conference on Thursday,TRUE
U.S. Attorney General Sessions urges crackdown on asylum policies,TRUE
U.S. attorney general still deciding whether to impose reforms on Chicago police,TRUE
U.S. attorney general to accept FBI findings in Clinton email probe,TRUE
U.S. attorney general to meet with House intelligence panel,TRUE
U.S. attorney general to testify before House panel on July 12,TRUE
U.S. attorney general unveils 12-city partnership to fight crime,TRUE
U.S. attorney general vows to examine Eric Garner case: rights groups,TRUE
U.S. ATTORNEY ON FIRE: Why FBI Director Comey “Is A Danger To This Country” [Video],FALSE
U.S. authorities identify six Russian officials in DNC hack: WSJ,TRUE
U.S. auto safety advocacy group names Obama-era official to top post,TRUE
U.S. backs out of Latam development fund in sign of policy shift,TRUE
U.S. backs re-election of Honduran president despite vote controversy,TRUE
U.S. backs Saudi 'first step' in addressing Yemen crisis,TRUE
U.S. backs Spanish efforts to block break-away by Catalonia,TRUE
"U.S. ban could boost Middle East tourism to Thailand, official says",TRUE
"U.S. bans travel to North Korea from September 1, says Americans should leave",TRUE
U.S. bars throwing 'covfefe' parties for televised Comey testimony,TRUE
U.S. belatedly begins to comply with Russia sanctions law,TRUE
U.S. believes current North Korea nuclear threat is manageable: White House,TRUE
U.S. bill to allow property and income or sales tax deductions: key lawmaker,TRUE
U.S. bill to regulate internet ads gains bipartisan support with McCain,TRUE
U.S. bill would ban American tourist travel to North Korea,TRUE
"U.S. Black Hawk helicopter crashes off Yemen, one service member missing",TRUE
"U.S. blacklists 10 Venezuelans for corruption, undermining state vote",TRUE
"U.S. blacklists 10 Venezuelans for corruption, undermining state vote",TRUE
U.S. blames North Korea for 'WannaCry' cyber attack,TRUE
"U.S. bolsters cyber defense for election, few new steps on violence",TRUE
U.S. bomber drills aggravate North Korea ahead of Trump's Asia visit,TRUE
U.S. bombers drill over Korean peninsula after latest North Korea launch,TRUE
U.S. bombers flew over South Korea's Pilsung Range in drill,TRUE
U.S. bombers fly off North Korea's coast in show of force,TRUE
"U.S. bombers, fighter jets in bombing drill over Korean peninsula: South Korea",TRUE
"U.S. bombs dropped in Afghanistan at highest since 2010, under new Trump strategy",TRUE
U.S. border officials violated court orders on travel ban: watchdog,TRUE
U.S. Border Patrol Chief Morgan asked to leave agency,TRUE
U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,TRUE
U.S. budget deficit to reach $600 billion in 2016: White House,TRUE
"U.S. budget proposes allowing new toll roads, higher airline security fees",TRUE
U.S. business group worries Trump unprepared for commercial talks with China,TRUE
"U.S. business seeks action, not trade war, in Xi-Trump summit",TRUE
U.S. business wary of skin-deep results from Trump-Xi trade talks,TRUE
U.S. businesses fear NAFTA doomed; Mexico warns of consequences,TRUE
U.S. calling Rohingya operation 'ethnic cleansing' unhelpful: Russian envoy,TRUE
U.S. calls for U.N. action against Iran over Yemen missile,TRUE
U.S. calls for U.N. Security Council vote on North Korea on Monday,TRUE
U.S. calls for U.N. to impose strongest measures on North Korea,TRUE
U.S. calls Myanmar moves against Rohingya 'ethnic cleansing',TRUE
U.S. calls Myanmar moves against Rohingya 'ethnic cleansing',TRUE
U.S. calls on China to use 'powerful tool' of oil to sway North Korea,TRUE
"U.S. calls on Myanmar to stop violence, displacement of Rohingya",TRUE
U.S. calls on Pakistan to arrest recently freed Islamist leader,TRUE
U.S. calls on Russia to release Crimean dissident: State Dept,TRUE
U.S. calls on Yemen's warring factions to re-energize talks,TRUE
U.S. can meet Paris climate deal goals despite court ruling: White House,TRUE
"U.S. can still hit climate goals despite Supreme Court pause, White House says",TRUE
U.S. candidate Rubio: conditions not right for Israel-Palestinian two-state solution,TRUE
"U.S. cannot trust Russia, Trump nominee for envoy to U.N. says",TRUE
U.S. Capitol replacing flag display over Confederate imagery,TRUE
U.S. captures suspected Benghazi attack militant,TRUE
"U.S. carrier drills with Japanese navy around Okinawa, southwest of Korean peninsula",TRUE
U.S. carrier patrols off Korean peninsula in warning to Pyongyang,TRUE
U.S. carries out first strikes against Islamic State in Somalia,TRUE
U.S. CBO says budget deficit to reach $590 billion for fiscal 2016,TRUE
"U.S. challenged by rising North Korea tensions, Russia urges calm",TRUE
"U.S. challenged by rising North Korea tensions, Russia urges calm",TRUE
U.S. Chamber of Commerce backs Republican healthcare bill,TRUE
U.S. charges former Turkish minister with Iran sanctions evasion,TRUE
U.S. charges Turkish banker in Iran sanctions probe,TRUE
U.S. charges two with bribing African officials for China energy firm,TRUE
U.S. charges two with bribing African officials for China energy firm,TRUE
U.S. chief justice alarmed at Trump administration immigration case stance,TRUE
U.S. chief justice refuses to force vote on Obama high court pick,TRUE
U.S. chief justice uses sign language as deaf lawyers sworn in,TRUE
U.S. cities push for local laws to oversee police surveillance,TRUE
U.S. citizen detained in Yemeni capital Sanaa: colleagues,TRUE
U.S. citizen facing subversion charges in Zimbabwe released from jail,TRUE
U.S. citizen fighting for Islamic State surrenders in Syria: Pentagon,TRUE
U.S. citizen on the run after busting out of Bali prison,TRUE
U.S. citizen recaptured after Bali jail break,TRUE
U.S. civil liberties group ACLU seeks to tap anti-Trump energy,TRUE
U.S. civil liberties group to challenge Trump's new travel ban,TRUE
U.S. civil rights groups to fan out on Nov. 8 to fight voter intimidation,TRUE
U.S. climate envoy Stern to step down: State Department,TRUE
U.S. coal companies ask Trump to stick with Paris climate deal,TRUE
U.S. coal miners applaud Republican axing of stream protections,TRUE
U.S. coal miners hit Congress to rally for pension protection,TRUE
"U.S. coal stocks fall; exit from climate deal may hurt, not help",TRUE
U.S. coalition denies deadly strike in Syria's Deir al-Zor city,TRUE
U.S. Commerce chief Ross divesting shipping interests: official,TRUE
U.S. commerce chief Ross says nothing improper about investments: BBC reporter,TRUE
U.S. Commerce chief says EXIM Bank part of Trump 'trade toolbox',TRUE
U.S. Commerce chief says expanded North Korean sanctions show China's waning support: CNBC,TRUE
U.S. Commerce chief says expanded North Korean sanctions show China's waning support: CNBC,TRUE
U.S. commerce chief says he is likely to divest Russia-linked shipping stake,TRUE
U.S. Commerce chief warns against China semiconductor investment binge,TRUE
U.S. Commerce Department to launch China market economy review,TRUE
U.S. Commerce nominee Ross calls China 'most protectionist' country,TRUE
U.S. commerce secretary eyes more trade moves: WSJ,TRUE
U.S. Commerce Secretary Ross to join economic dialogue with Japan: source,TRUE
"U.S. Commerce Secretary says market access, protectionism top China issues",TRUE
"U.S. Commerce Secretary says market access, protectionism top China issues",TRUE
U.S. Commerce secretary says Trump did not endorse border tax plan,TRUE
U.S. Commerce Secretary wants NAFTA autos content above 70 percent: union chief,TRUE
U.S. Commerce Secretary: Eager to boost trade relations with Japan,TRUE
U.S. Commerce's Ross says hopes to trigger NAFTA talks countdown by next week,TRUE
U.S. Commerce's Ross to announce probe into imported aluminum: CNBC,TRUE
U.S. committed to bringing American hostages home -Obama,TRUE
U.S. committed to Europe alliances: Haley,TRUE
U.S. communications agency to unveil reform to business data services market,TRUE
U.S. companies decry Trump action on transgender student rights,TRUE
"U.S. companies hope Trump will stick to business roots, back Cuba ties",TRUE
U.S. companies sign billions in deals with Vietnam,TRUE
"U.S. companies tout climate policies, fund climate skeptics",TRUE
U.S. completes 'takedown' of Medicare fraud: officials,TRUE
U.S. concerned by KRG security raid on local broadcaster: embassy,TRUE
U.S. concerned by KRG security raid on local broadcaster: embassy,TRUE
U.S. concerned Iraqi Kurdish referendum will distract from war: State Department,TRUE
U.S. condemns arrest of Istanbul consulate worker,TRUE
U.S. condemns attacks on special monitoring mission in eastern Ukraine,TRUE
"U.S. condemns killing of Malta journalist, says FBI assisting probe",TRUE
U.S. condemns Russia veto of probe into Syria chemical weapons use,TRUE
U.S. condemns Russia veto of probe into Syria chemical weapons use,TRUE
U.S. condemns threat to ban Venezuela opposition from elections,TRUE
U.S. condemns Venezuelan elections as neither free nor fair,TRUE
U.S. condemns Venezuelan elections as neither free nor fair,TRUE
U.S. conducts missile defense test off Hawaii coast,TRUE
U.S. conference on Libya postponed over Trump travel ban: organizers,TRUE
"U.S. confident Brazil can meet political, economic challenges: White House",TRUE
U.S. Congress certifies Trump's Electoral College victory,TRUE
U.S. Congress certifies Trump's Electoral College victory,TRUE
U.S. Congress may seek one-week funding extension to avert shutdown,TRUE
U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations,TRUE
U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations,TRUE
U.S. Congress panel postpones work on Puerto Rico debt bill,TRUE
U.S. Congress passes $618.7 billion annual defense bill,TRUE
U.S. Congress passes funding bill; averts government shutdown,TRUE
U.S. Congress passes legislation to protect firms' trade secrets,TRUE
U.S. Congress passes short-term bill to avert government shutdown,TRUE
U.S. Congress plans self-driving car legislation to speed rollout,TRUE
U.S. Congress' Russia probes expand to Trump's personal lawyer: ABC News,TRUE
"U.S. Congress scrutinizes pay TV billing, competitive practices",TRUE
U.S. Congress secures health benefits for coal miners,TRUE
"U.S. Congress shrugs off guns, Zika as summer break nears",TRUE
"U.S. Congress tangles with Facebook, other social media firms over Russia probe",TRUE
"U.S. Congress tangles with Facebook, other social media firms over Russia probe",TRUE
U.S. Congress to act on Puerto Rico relief: House Speaker,TRUE
U.S. Congress to advance Zika funding bill: Sen. McConnell,TRUE
U.S. Congress to give Puerto Rico short-term Medicaid help,TRUE
"U.S. Congress to let Iran deadline pass, leave decision to Trump",TRUE
U.S. Congress to seek new tax incentives for Puerto Rico rebuilding,TRUE
U.S. Congress urged to require Chinese journalists to register as agents,TRUE
U.S. Congress votes to apply Magnitsky human rights act globally,TRUE
U.S. congressional committee subpoenas ex-drug CEO Shkreli,TRUE
U.S. congressional panels spar over 'Trump dossier' on Russia contacts,TRUE
U.S. congressional panels spar over 'Trump dossier' on Russia contacts,TRUE
U.S. Congressman asks DoD to investigate TransDigm's practices,TRUE
U.S. congressman to resign after report alleged he asked woman to have an abortion,TRUE
U.S. congressman's condition improves but still critical after shooting,TRUE
U.S. congresswoman urges Labor Department to probe Chipotle over wage theft allegations,TRUE
U.S. conservative activist Phyllis Schlafly dead at 92,TRUE
U.S. conservative group backs Republicans who favor clean energy,TRUE
U.S. conservative leader optimistic of common ground on healthcare,TRUE
U.S. conservatives cancel invitation for firebrand commentator,TRUE
U.S. considering wider Iran threat as part of its policy on nuclear deal: Tillerson,TRUE
U.S. consular office in Zurich evacuated: Blick newspaper,TRUE
U.S. consulate in Jerusalem issues security message after reports of Trump move on embassy,TRUE
U.S. consumer agency defends student loan reforms from Republican attacks,TRUE
U.S. consumer finance agency official sues to stop Trump appointment,TRUE
U.S. consumer financial agency could be defanged under Trump,TRUE
U.S. consumer financial agency's backers seek to fight for it in court,TRUE
U.S. consumer financial protection chief defends agency before Congress,TRUE
U.S. consumer financial watchdog accuses congressional critics of  'misstatements',TRUE
U.S. consumer financial watchdog official defies Trump from within agency,TRUE
U.S. consumer watchdog agency official sues to block Trump's pick,TRUE
U.S. consumer watchdog chief Cordray tests Ohio's election waters,TRUE
U.S. consumer watchdog's prepaid-card rule survives Congress challenge,TRUE
"U.S. consumers could suffer from Dodd-Frank, CFPB changes: property site",TRUE
"U.S. consumers will want Trump, Congress to take on drug prices",TRUE
U.S. corporate alternative minimum tax should be removed: House Republican,TRUE
"U.S. corporate tax cut goal in doubt, Trump dines with senators",TRUE
U.S. could start missing payments on October 2: think tank,TRUE
U.S. court backs Trump in battle over interim consumer watchdog head,TRUE
U.S. court deals Trump a setback in poll-monitor fight,TRUE
U.S. court puts Obamacare case on hold until Trump takes office,TRUE
U.S. court rejects bid to throw out Maryland electoral map,TRUE
U.S. court rejects NJ Senator Menendez's bid to end corruption case,TRUE
U.S. court rejects states' bid to defend consumer agency,TRUE
U.S. court rejects Trump bid to stop transgender military recruits on Jan. 1,TRUE
U.S. court rules Arkansas can block Planned Parenthood funding,TRUE
U.S. court skeptical of lawmaker immunity in trading probe,TRUE
U.S. court strikes down two Republican-drawn Texas congressional districts,TRUE
U.S. court to hold hearing Monday on who will lead CFPB: order,TRUE
U.S. court to re-examine decision striking down of Texas voter ID law,TRUE
U.S. court: Ruling on Trump travel ban will not come Wednesday,TRUE
U.S. courts look ahead to Trump as Obama cases fizzle,TRUE
U.S. creating 'sensational hype' over China's military modernization: ministry,TRUE
U.S. creating 'sensational hype' over China's military modernization: ministry,TRUE
U.S. criticizes Poland for fining U.S.-owned broadcaster TVN,TRUE
U.S. Customs give airlines green light to board all visa-holders after Seattle ruling,TRUE
"U.S. cuts staff in Cuba over mysterious injuries, warns travelers",TRUE
U.S. cyber bill would shift power away from spy agency,TRUE
U.S. deaths in Niger highlight Africa military mission creep,TRUE
U.S. Debt DECREASED By $68 BILLION In First Month Of Trump Presidency…Guess Who DOUBLED U.S. Debt During 8 Years In Office?,FALSE
U.S. Debt DECREASED By $68 BILLION In First Month Of Trump Presidency…Guess Who DOUBLED U.S. Debt During 8 Years In Office?,FALSE
U.S. debt to reach 150 percent of GDP in 30 years: CBO,TRUE
U.S. decision on Jerusalem is destabilizing Middle East: Russia's Putin,TRUE
U.S. defense budget proposal sees modest increase despite hawkish rhetoric,TRUE
U.S. defense chief to meet Turkish counterpart in Europe,TRUE
U.S. defense chief urges Congress to stick to bipartisan budget deal,TRUE
U.S. defense chief urges Pakistan to redouble efforts against militants,TRUE
U.S. defense chief urges Pakistan to redouble efforts against militants,TRUE
U.S. defense chief: White House shakeup will not affect Europe debut,TRUE
U.S. Defense Dept needs to better manage its finances: GAO,TRUE
U.S. defense elite rally behind Trump's unusual Pentagon pick,TRUE
U.S. defense secretary pledges orderly transition to Trump admin,TRUE
U.S. defense secretary scraps Afghan trip due to weather,TRUE
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",TRUE
U.S. Democrat Clinton downplays chance of contested convention,TRUE
U.S. Democrat Pelosi gets 'obscene and sick' calls after hack,TRUE
"U.S. Democratic Party says more documents leaked, blames Russians",TRUE
U.S. Democratic Senator Dick Durbin undergoes heart procedure,TRUE
U.S. Democratic senators seek probe into Icahn’s biofuel credit dealings,TRUE
U.S. Democrats challenge Republicans to conduct credible Russia probe,TRUE
U.S. Democrats' infighting over trade pact puts Clinton in middle,TRUE
U.S. Democrats pressure Republicans for bipartisan Zika funding,TRUE
U.S. Democrats try to force vote on independent Russia probe,TRUE
U.S. denies breaking into Russian diplomatic apartments in San Francisco,TRUE
U.S. denies Iran report of confrontation with U.S. vessel,TRUE
U.S. DEPARTMENT OF EDUCATION: Teachers Should Incorporate Islam In More Subjects,FALSE
U.S. DEPARTMENT OF EDUCATION: Teachers Should Incorporate Islam In More Subjects,FALSE
U.S. deportation raids target Central American families: lawyers,TRUE
U.S. derivatives regulator splits with White House over budget,TRUE
U.S. derivatives regulator to move on from Dodd-Frank under Trump,TRUE
U.S. did not forewarn EU on climate deal: spokeswoman,TRUE
U.S. diplomacy with North Korea to continue until 'first bomb drops': Tillerson,TRUE
U.S. diplomacy with North Korea to continue until 'first bomb drops': Tillerson,TRUE
U.S. diplomat engaging in back-channel diplomacy with North Korea: AP,TRUE
U.S. diplomat Nuland says optimistic about Ukraine reforms,TRUE
U.S. diplomat warns against isolationism in implicit Trump rebuke,TRUE
"U.S. diplomatic delays, Trump agenda snarl Italy's G7 agenda",TRUE
U.S. diplomatic tiff with Russia should not be escalated: State Department,TRUE
U.S. diplomatic tiff with Russia should not be escalated: State Department,TRUE
U.S. diplomats accuse Tillerson of breaking child soldiers law,TRUE
U.S. diplomats accuse Tillerson of breaking child soldiers law,TRUE
U.S. diplomats circulate memo critical of immigration order,TRUE
"U.S. directly communicating with North Korea, seeks dialogue",TRUE
"U.S. directly communicating with North Korea, seeks dialogue",TRUE
U.S. 'disappointed' by India's visa refusal for religious rights panel,TRUE
U.S. 'diversity visa' program in spotlight after New York attack,TRUE
U.S. does not recognize Kurdish independence vote in Iraq: Tillerson,TRUE
U.S. doesn't want to be 'handcuffed' to Ukraine agreement,TRUE
U.S. draft U.N. resolution seeks extension of Syria chemical probe,TRUE
U.S. draft U.N. resolution seeks extension of Syria chemical probe,TRUE
U.S. drone strike kills militant whose group killed 250 in Pakistan,TRUE
U.S. drops some claims against Texas voter ID law,TRUE
U.S. drug enforcement chief to step down from agency,TRUE
U.S. eases Cuba trade and travel rules ahead of Obama visit,TRUE
U.S. education secretary calls Obama transgender guidelines 'overreach',TRUE
U.S. election agency breached by hackers after November vote,TRUE
"U.S. election largely peaceful, despite intimidation, glitches",TRUE
"U.S. election was fair, despite voting obstacles: OSCE rights group",TRUE
U.S. election's anti-trade tone 'concerning': Union Pacific CEO,TRUE
U.S. ELECTIONS May Already Be In Serious Jeopardy : ACORN Gives OH Man Cigarettes And Cash To Register To Vote 72 Times…Several More Horror Stories,FALSE
U.S. ELECTIONS May Already Be In Serious Jeopardy : ACORN Gives OH Man Cigarettes And Cash To Register To Vote 72 Times…Several More Horror Stories,FALSE
U.S. embassy defends credibility of Liberia presidential poll,TRUE
U.S. embassy in Egypt bans personnel from visiting religious sites outside Cairo,TRUE
U.S. embassy in Kiev critical of Moscow order on Ukrainian documentation,TRUE
U.S. embassy in Moscow says locked out of diplomatic property,TRUE
U.S. Embassy in Saudi Arabia cautions citizens after unconfirmed reports of foiled attack in Jeddah,TRUE
U.S. Embassy in Turkey says visa appointments only available from Jan 2019,TRUE
U.S. embassy in Zimbabwe tells staff to stay home due to 'political uncertainty',TRUE
U.S. Embassy move can be done in 'two minutes': Jerusalem mayor,TRUE
U.S. embassy to Russia to resume some visa services after diplomatic row,TRUE
U.S. ends program for Central American minors fleeing violence,TRUE
U.S. ends temporary protected status for Sudanese but extends it for South Sudanese,TRUE
U.S. energy bill caught up in fight over Michigan water crisis,TRUE
U.S. energy chief says to start negotiations on nuclear pact with Riyadh,TRUE
U.S. Energy Department balks at Trump request for names on climate change,TRUE
"U.S. Energy Department grid study calls for boost to coal, nuclear power",TRUE
U.S. energy head: Nuclear power rescue helps national security,TRUE
U.S. energy secretary duped into fake interview with Russian comedians,TRUE
U.S. environmental agency chief says humans contribute to global warming,TRUE
U.S. environmental agency to offer buyouts to cut staff: memo,TRUE
U.S. environmental chief to recuse himself from court cases,TRUE
"U.S. envoy for North Korean affairs travels to Japan, Thailand",TRUE
U.S. envoy Haley makes emotional visit to Congo displaced camp,TRUE
U.S. envoy Haley makes emotional visit to Congo displaced camp,TRUE
U.S. envoy Haley: Russia interference in elections is 'warfare',TRUE
"U.S. envoy Haley's blunt diplomacy targets South Sudan, Congo",TRUE
U.S. envoy says expects Russia to maintain big presence in Syria,TRUE
"U.S. envoy says no communication, no signal from North Korea amid nuclear crisis",TRUE
U.S. envoy slams Russia for bid to shield Iran from IAEA inspections,TRUE
U.S. envoy to Russia: visa consultations in consulates may resume soon - TASS,TRUE
U.S. envoy to Turkey says duration of visa services suspension depends on talks,TRUE
U.S. envoy to Turkey says duration of visa services suspension depends on talks,TRUE
"U.S. envoy to U.N. demands Myanmar prosecutions, weapons curbs, over Rohingya",TRUE
U.S. EPA bans some scientists from independent advisory boards,TRUE
U.S. EPA employees protest Trump's pick to run agency,TRUE
U.S. EPA to shrink response time for permit requests: Pruitt,TRUE
U.S. ethics lawsuits against Trump part of groups' political strategy,TRUE
U.S. ethics office tweets sarcasm at Trump on business conflicts,TRUE
